Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Action, Crime, Thriller",cn,1992-07-04,6.7,Kong;drug;A,Police Story 3: Super Cop
"Fantasy, Adventure, Drama",it,2019-12-19,6.6,"easily;along;astray,",Pinocchio
"Comedy, Romance, TV Movie, Fantasy, Music",en,2018-02-16,7.4,"and;Zed;cheerleader,",Z-O-M-B-I-E-S
"Drama, Fantasy, Thriller",ko,2021-07-23,7.6,"the;and;Tragedy,",Kingdom: Ashin of the North
"Adventure, Comedy, Drama, Fantasy",en,2013-12-18,7.1,a;through;daydreams,The Secret Life of Walter Mitty
"Adventure, Drama, Action, Romance, Family",en,1986-06-18,6.2,Mr.;to;After,The Karate Kid Part II
"Animation, Drama, Romance",ja,2016-04-23,7.6,classmate;his;This,I've Always Liked You
"Adventure, Comedy, Family, Animation",en,2016-11-23,7.6,Ocean's;things;to,Moana
"Action, Crime, Thriller, Mystery",en,2021-12-02,6.3,an;seeks;to,Last Looks
"Action, Thriller",en,2013-10-09,6.7,escape;in;After,Escape Plan
Drama,en,2019-09-28,7.8,actress;extremes.;divorce,Marriage Story
Drama,en,2012-09-20,7.8,"joys;Pittsburgh,;stepbrother",The Perks of Being a Wallflower
"Animation, Adventure, Action",ja,2004-03-06,7.0,place;guard;world:,One Piece: Curse of the Sacred Sword
"Romance, Horror, Comedy, Thriller",en,2016-02-04,6.1,martial;swallow;order,Pride and Prejudice and Zombies
Animation,ja,2016-09-03,6.8,no;Kuroko;of,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari
"Action, Science Fiction, Adventure, Mystery",en,2013-04-10,6.6,massive;Harper;forces,Oblivion
"Action, Comedy",ja,2013-04-13,6.3,Kyosuke;of;school,HK: Forbidden Super Hero
Drama,pt,2019-01-01,5.3,the;part;religious,Nothing to Lose - Part 2
"Comedy, Romance",en,2009-03-20,6.5,friend;sets;serve,"I Love You, Man"
"Horror, Fantasy",hi,2020-06-24,6.7,enigmatic;woman;men,Bulbbul
Documentary,en,2021-09-15,7.4,seven-time;Schumacher.;Michael,Schumacher
"Action, Adventure, Fantasy",en,2018-10-23,5.9,Nubian;The;put,The Scorpion King: Book of Souls
"Drama, Thriller",ja,2016-11-12,6.6,to;several;grotesque,Museum
"Drama, Thriller, Horror",en,2010-12-03,7.6,which;through;starring,Black Swan
"Animation, Action, Science Fiction, Adventure",en,2008-08-05,6.1,Obi;Wars;and,Star Wars: The Clone Wars
"Adventure, Animation, Family",en,2005-06-13,6.1,"Collins,;puts;new",Tarzan II
"Romance, Drama, Comedy",ko,2013-12-05,6.2,the;popular;a,Love Lesson
Action,en,2014-08-05,5.4,so;and;a,Mercenaries
"Romance, Drama",en,2020-10-23,8.1,"save;imagine,;of",All My Life
"Crime, Drama, Thriller",en,2020-09-11,7.3,"forces;Knockemstiff,;sinister",The Devil All the Time
"Science Fiction, Action, Adventure, Family",en,2018-08-23,6.3,with;The;of,A-X-L
"Drama, Romance",en,2012-02-05,7.2,with;marriage.;endeavors,The Vow
"Comedy, Romance",en,1988-06-29,6.8,York.;lots;disguise,Coming to America
"Adventure, Fantasy, Action",en,1982-04-02,6.8,Pain.;on;the,Conan the Barbarian
"Crime, Thriller, Drama",en,2016-10-13,7.0,"client,;for;on",The Accountant
Documentary,en,2012-05-21,5.7,the;what;they,After Porn Ends
"Action, Thriller",en,1997-09-26,6.0,is;train;Forces,The Peacemaker
"Comedy, Crime",en,2011-07-08,6.6,"Quitting;ex-con,;Dale,",Horrible Bosses
"Adventure, Drama",en,2018-11-25,6.5,origins.;his;a,Mowgli: Legend of the Jungle
"Thriller, Drama, Mystery",en,2000-11-22,7.1,ordinary;mystery;Elijah,Unbreakable
"Drama, Romance",en,2014-11-26,7.9,love;greatest;is,The Theory of Everything
"Family, Animation, Music",en,2014-09-27,8.0,spot;her;Adagio,My Little Pony: Equestria Girls - Rainbow Rocks
"Family, Animation, Romance, Adventure",en,2001-02-18,6.4,"Buster,;free;a",Lady and the Tramp II: Scamp's Adventure
"Adventure, Animation, Comedy, Family",en,2006-02-10,6.3,true;The;befriends,Curious George
"Drama, Comedy",en,2012-03-07,6.1,"he;the;time,",A Thousand Words
"Action, Adventure, Science Fiction, Documentary",en,2004-11-30,7.0,from;of;documentary,Spider-Man 2: Making the Amazing
"Romance, Comedy",ko,2019-10-02,7.2,become;up;end,Crazy Romance
"Thriller, Romance, Drama",en,2017-06-19,5.6,"The;Ali,;student",You Get Me
Thriller,nl,2013-04-03,5.1,"into;to;life,",App
"Crime, Drama, Mystery, TV Movie",en,2016-01-01,7.9,Watson;Holmes;in,Sherlock: The Abominable Bride
Comedy,en,2013-10-22,6.1,his;unlikely;most,Jackass Presents: Bad Grandpa
"Action, Drama, Science Fiction, Animation",ja,2017-05-20,6.4,of;Zuru;lost,Blame!
"Action, Adventure, Animation, Science Fiction, Family",en,2008-02-26,6.9,can;enemy;of,Justice League: The New Frontier
"Adventure, Family, Fantasy",en,1963-06-19,7.1,He;Golden;perils.,Jason and the Argonauts
"Crime, Drama, Thriller",en,2010-08-31,5.9,"a;orders,;more",The American
"Thriller, Horror",es,2009-09-15,6.6,"to;[REC],;with",[REC]²
"Comedy, Fantasy, Adventure",zh,2015-07-16,6.4,Young;monsters.;of,Monster Hunt
Comedy,en,2008-08-28,4.6,visit;who;three,College
"Animation, Comedy, Family, Mystery",en,2010-09-14,8.0,fun;Fred's;they,Scooby-Doo! Camp Scare
"Horror, Mystery, Thriller",en,2018-03-14,7.4,A;Sixteen;her,Ghostland
Comedy,en,2008-11-07,6.2,suddenly;U.S.;a,Private Valentine: Blonde & Dangerous
"Romance, Comedy, Drama",id,2021-07-15,7.3,blogger;to;fly,A Perfect Fit
Drama,en,2013-08-08,6.0,Story;her;of,Lovelace
"Romance, Drama",ja,2014-12-13,6.7,boys;from;and,Blue Spring Ride
"Crime, Drama, Romance",en,1962-06-21,7.4,culture.;both;attracted,Lolita
"Drama, Action, Thriller",hi,2012-03-31,6.1,"a;Africa,;illegal",Blood Money
"Animation, Adventure, Family",ja,2011-03-05,7.8,hill;through;having,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~
"Horror, Thriller",en,2015-08-31,5.8,her;causes;her,Curve
"Drama, Thriller",pl,2021-03-12,6.8,she;a;has,Sweat
"Drama, Romance",en,2011-03-02,7.4,keep;15;they,One Day
"Science Fiction, Animation, Action",en,2010-02-02,7.0,the;he;a,Planet Hulk
"Comedy, Romance",en,2011-12-08,5.9,Year's;New;several,New Year's Eve
"Romance, Drama, Music",en,2018-01-26,7.6,a;returns;to,Forever My Girl
"Crime, Drama",en,2017-12-01,8.1,"exacerbated.;revered;move,","Three Billboards Outside Ebbing, Missouri"
"Action, Adventure, Crime, War",zh,2016-09-30,7.0,fishermen;mission;lord.,Operation Mekong
"Family, Music, TV Movie, Comedy",en,2013-08-07,6.9,amidst;the;there,Teen Beach Movie
"Animation, Family",es,2015-09-04,7.0,where;bet;Toto,Huevos: Little Rooster's Egg-Cellent Adventure
Documentary,en,2010-01-10,6.7,documentary;Anniversary;a,The Simpsons 20th Anniversary Special - In 3D! On Ice!
"Romance, Comedy, Drama",en,1991-03-29,6.7,"janitor,;the;hoper""",Career Opportunities
"Comedy, Crime",en,2013-08-07,6.8,of;veteran;to,We're the Millers
"Action, Adventure, Comedy, Crime, Thriller",en,1998-07-10,6.6,help;franchise's;square,Lethal Weapon 4
"Action, Drama, Family, Adventure",en,1994-07-18,5.3,"her;her;teenager,",The Next Karate Kid
"Horror, Thriller",en,2021-07-02,6.6,husband.;to;After,Till Death
"Crime, Mystery, Thriller",en,2014-10-18,5.7,"King,;A;sets",Big Driver
"Action, Horror, Thriller",en,2013-09-08,5.6,green;unpunished.;Amazon,The Green Inferno
"History, War, Drama, Adventure",en,1960-10-13,7.6,swell;The;they,Spartacus
"Animation, Adventure, Fantasy, Family",ja,2017-03-04,7.5,back;group;Upon,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi
"Comedy, Drama, Romance",it,2000-01-28,5.5,Thames.;an;London,Cheeky
"Family, Animation, Adventure",ja,2012-03-03,6.9,protect;Island;Nobita,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~
"Action, Crime",en,2003-05-30,6.7,pedal-to-the-metal;The;and,The Italian Job
"Action, Crime, Comedy",en,2017-08-18,6.8,cartel;the;true,American Made
Documentary,en,2021-07-05,6.4,of;passion;predators,Shark Beach With Chris Hemsworth
"Comedy, Music",en,2017-12-20,6.6,"there;an;tour,",Pitch Perfect 3
"Fantasy, Family, Adventure, Action, Comedy",ru,2017-10-19,7.1,the;this;the,The Last Warrior
"Action, Adventure, Animation, Horror",en,2010-02-09,6.9,and;game;same,Dante's Inferno: An Animated Epic
"Horror, Science Fiction, Mystery, Thriller",en,2011-10-12,6.2,joins;Kate;creature,The Thing
"Drama, Thriller",ro,2021-07-25,6.0,with;days;team,The Father Who Moves Mountains
"Family, Animation, Music, Adventure, Fantasy",en,2017-10-05,7.2,and;beyond;–,My Little Pony: The Movie
"Fantasy, Action, Thriller",en,1994-05-11,7.5,"criminals,;over;the",The Crow
Horror,en,2014-11-13,5.6,only;loving;part,Clown
"Adventure, Animation, Comedy, Family",en,1998-10-02,6.1,rebellious;Signing;to,Antz
"Mystery, Thriller, Drama",en,1999-08-06,7.9,named;an;dark,The Sixth Sense
Horror,en,2020-06-18,5.9,effort;What;sinister,You Should Have Left
"Drama, History, War, Action",en,2000-06-28,7.1,the;son;Benjamin,The Patriot
"Drama, Fantasy, Action",ko,2018-08-01,8.3,one;colleagues;the,Along with the Gods: The Last 49 Days
"History, Drama, War, Action",ko,2016-07-27,5.9,War's;Battle;Incheon.,Operation Chromite
"Adventure, Comedy, Family",en,2005-07-29,6.2,known;and;where,Sky High
"Horror, Thriller, Mystery",en,2019-03-14,7.0,Wilson;with;their,Us
"Drama, Mystery, Western",en,2015-12-25,7.7,seek;get;a,The Hateful Eight
Science Fiction,en,2017-11-24,3.6,the;know.;designed,Singularity
"Comedy, Drama, Romance, Music",en,2016-11-29,7.9,"the;bars,;aspiring",La La Land
"Horror, Thriller",en,2016-10-15,6.4,obsession;herself;young,Terrifier
"Animation, Family",en,2013-02-14,6.8,adventure;if;tries,Barbie in the Pink Shoes
"Drama, Romance",fr,1974-06-25,5.9,realm;and;introduce,Emmanuelle
"Fantasy, Adventure, Animation, Comedy, Family",en,2006-07-28,5.7,"ants;""crimes;only",The Ant Bully
Action,en,2020-12-14,5.1,"make;hiking,;alive.",Army of One
"Science Fiction, Animation, Action, Fantasy",en,2019-10-04,7.1,"fallen;Villainy,;Wonder",Wonder Woman: Bloodlines
Action,en,2015-12-03,5.9,"film,;a;1991",Point Break
"Fantasy, Adventure, Action",en,2010-07-13,6.1,the;master;and,The Sorcerer's Apprentice
Horror,en,1985-03-22,5.3,like;it;teens,Friday the 13th: A New Beginning
"Comedy, Drama, Romance",en,2010-05-13,7.0,"Juliet"";letter.;are",Letters to Juliet
"Action, Adventure, Mystery, Thriller",en,2007-12-13,6.3,to;left;of,National Treasure: Book of Secrets
"Animation, Adventure, Comedy",en,2001-10-09,7.4,get;level;and,Scooby-Doo! and the Cyber Chase
"War, History, Adventure, Drama",en,1962-12-11,8.0,aid;of;to,Lawrence of Arabia
"Romance, Science Fiction, Drama",en,2013-12-18,7.9,lonely;technology;unconventional,Her
"Action, Adventure, Comedy",en,2018-09-13,6.2,mission;active;-,Johnny English Strikes Again
"Horror, Mystery, Thriller",en,2009-08-13,6.3,"the;until;all,",Case 39
"Family, Comedy, Adventure, Fantasy",en,2010-12-23,5.2,an;where;the,Gulliver's Travels
Drama,en,2004-12-15,8.0,enter;But;Fitzgerald,Million Dollar Baby
"Animation, Adventure, Fantasy",ja,1996-03-04,7.2,this;them.;different,Dragon Ball: The Path to Power
"Thriller, Science Fiction, Drama, Horror",en,2016-03-10,7.0,attack.;a;After,10 Cloverfield Lane
"Action, Crime",en,1988-06-17,6.1,police;to;killed,Red Heat
"Drama, Thriller, Crime",en,2019-08-30,7.1,"New;family,;Howard",Uncut Gems
"Horror, Mystery",es,2005-11-03,5.5,"ago,;one.;longer",The Nun
"Drama, TV Movie",en,2018-09-30,8.3,"for;her,;believes",Believe Me: The Abduction of Lisa McVey
"Action, Adventure, Science Fiction, Comedy",en,2023-05-03,0.0,trilogy.;and;Guardians,Guardians of the Galaxy Vol. 3
"Horror, War, Science Fiction",en,2018-11-01,6.7,American;mission;that,Overlord
"Drama, Romance",en,2005-09-10,7.8,relationship;into;shepherding,Brokeback Mountain
"Science Fiction, Thriller, Drama",en,2021-10-22,5.5,short;future;stories,Warning
"Drama, Romance",en,2012-09-21,6.9,a;Along;checks,Trouble with the Curve
"Drama, Romance, Adventure",en,1949-12-21,6.5,rejects;of;beautiful,Samson and Delilah
"Horror, Science Fiction, Thriller",en,2017-03-22,6.4,extra-terrestrial;the;of,Life
"Comedy, Romance",en,2011-09-30,6.5,a;husband.;unlikely,What's Your Number?
"Documentary, Comedy",en,2004-01-02,5.9,American;Wedding;American,American Pie: Revealed
"War, Drama, History, Action",en,2020-06-24,6.9,three;it;Outpost,The Outpost
"Horror, Thriller, Mystery",en,2017-10-11,6.2,friends;of;but,The Ritual
"Drama, Fantasy",en,2016-10-07,7.2,his;with;and,A Monster Calls
"Animation, Science Fiction",en,2003-05-09,7.2,to;of;A,The Animatrix
"Animation, Action, Science Fiction",ja,1993-06-21,6.7,for;Ido's;Ido,Battle Angel
Comedy,en,2022-03-08,8.0,Bangs.;Taylor's;she,Taylor Tomlinson: Look at You
"Comedy, Family, Adventure, Fantasy, Romance",en,2005-06-22,5.6,the;the;-,Herbie Fully Loaded
"Comedy, Family",en,2005-03-04,6.1,the;Plummer;five,The Pacifier
"Drama, History",en,2016-09-07,7.1,the;destroy;and,Sully
"Horror, Mystery, Thriller, Drama",en,2018-09-21,6.1,In;kidnapped;a,Apostle
"Action, Animation, Science Fiction",ja,2018-10-19,7.0,"""Planet;her;soon",Magical Girl Lyrical Nanoha: Detonation
"Comedy, Drama, Family, Music, Romance, TV Movie",en,2006-01-20,6.6,"the;acceptance,;stars",High School Musical
"War, Action, Drama",en,2003-03-07,6.8,to;on;conflict,Tears of the Sun
"Fantasy, Animation, Science Fiction, Family, Action",en,2003-02-25,6.2,Kida;to;friends,Atlantis: Milo's Return
"Drama, History, TV Movie",en,2015-04-05,6.3,forever.;Nazareth’s;execution,Killing Jesus
Romance,ja,2016-05-28,6.6,later;Shinohara;boy,Wolf Girl and Black Prince
"Horror, Thriller",en,2009-07-09,6.6,employer's;also;debt,The Collector
"Mystery, Adventure, Crime",en,2016-06-27,7.1,competition;When;by,Nerve
"Comedy, Crime",en,2020-11-12,5.8,they;who;to,The Comeback Trail
"Action, Animation, Adventure, Comedy, Fantasy",ja,2015-12-20,7.4,the;When;jail,One Piece: Adventure of Nebulandia
"Science Fiction, Action",en,2014-01-30,5.8,"stem;RoboCop,;do",RoboCop
"Comedy, Romance",en,2012-01-23,5.4,be;back;in,Bachelorette
Science Fiction,en,1995-06-30,5.7,not;In;crime,Judge Dredd
"Action, Thriller",en,2016-07-14,6.1,"disgraced;game,;mixed",Hard Target 2
"Fantasy, Adventure",en,2017-07-09,6.2,swords;end;his,Dragonheart: Battle for the Heartfire
"Drama, Romance, History",en,2005-12-06,7.7,romantic;child;a,Memoirs of a Geisha
"Animation, Action, Science Fiction",en,2020-08-23,7.3,his;as;there’s,Superman: Man of Tomorrow
"Thriller, Crime, Drama",en,2020-12-13,7.6,by;A;a,Promising Young Woman
"Comedy, Romance",en,1981-08-21,5.7,"Mallow,;into;develops",Private Lessons
"Romance, Drama",en,2003-06-14,7.7,of;game;single,Bare Sex
"Mystery, Animation, Family, Adventure, Comedy, Fantasy",en,2005-12-13,7.5,Egypt.;mystery;the,Scooby-Doo! in Where's My Mummy?
Comedy,en,2019-05-09,6.3,"of;Scoundrels."";comedy",The Hustle
"Action, Thriller",en,2013-07-12,5.5,the;one;clash,Killing Season
"Romance, Drama, Music",en,2014-07-16,6.8,battling;dreams;glittering,Step Up All In
"Action, Adventure, Animation, Science Fiction",en,2010-02-23,7.4,the;that;is,Justice League: Crisis on Two Earths
"Family, Animation, Fantasy",en,2014-09-06,8.0,When;to;have,Song of the Sea
"Comedy, Drama, Crime",en,2008-02-08,7.5,to;in;to,In Bruges
"Romance, Adventure, Drama",en,2017-10-05,6.6,"crash,;connection;journey",The Mountain Between Us
"Thriller, Action, Science Fiction, Crime",en,1992-07-10,6.3,soldier;military;him,Universal Soldier
"Comedy, Drama",en,2004-06-17,7.3,nobody;Viktor;the,The Terminal
"Action, Animation, Adventure, Comedy, Fantasy, Science Fiction",ja,1986-12-20,6.8,and;seek;order,Dragon Ball: Curse of the Blood Rubies
"Comedy, Family",en,2003-12-24,6.3,pull;the;couple's,Cheaper by the Dozen
"Thriller, Action",en,2013-03-07,5.3,"silence;a;life,",Vehicle 19
"Drama, Crime",pt,2002-02-05,8.4,life;violent;with,City of God
"Family, Animation, Comedy, Adventure, Fantasy, Music",en,2019-05-01,6.7,meets;is;In,UglyDolls
"Comedy, Drama",en,2011-09-09,6.8,King;baron;With,The Descendants
"Horror, Thriller",en,1984-03-09,5.7,boy;goes;the,Children of the Corn
"Comedy, Romance, Drama, Family, Music",en,2008-10-11,6.6,"Wildcats,;the;directions",High School Musical 3: Senior Year
"Animation, Family",en,2020-12-01,6.4,"Christmas,;for;to",Angela's Christmas Wish
Horror,ja,2016-06-18,5.4,friend;her;after,Sadako vs. Kayako
"Drama, Crime",en,2008-03-27,6.7,"to;evening,;School",21
"Action, Thriller, Science Fiction",en,2010-01-11,6.8,to;secrets;man,The Book of Eli
"Thriller, Horror",en,2018-11-16,5.2,owner's;their;the,Welcome Home
"Science Fiction, Action, Horror",en,1992-05-22,6.3,Ripley;prisoners;more,Alien³
"Action, Animation, Family",en,2016-01-15,7.0,soon;disguises;girls,Barbie: Spy Squad
"Crime, Thriller",en,1992-09-02,8.1,"police;White,;Eddie",Reservoir Dogs
"Comedy, Romance",en,2018-07-09,7.2,could;Sheridan;be,Mamma Mia! Here We Go Again
"Action, Drama",en,2018-01-26,5.4,dollars;and;Mongkut.,Kickboxer: Retaliation
"Animation, Science Fiction",fr,1973-12-01,7.7,"the;Oms,;periodically",Fantastic Planet
Thriller,en,2019-09-22,6.7,wife;with;no,Fractured
Action,en,2004-02-01,4.6,face;constructed.;by,Megalodon
"Science Fiction, Thriller, Action",en,2016-12-09,6.4,special-ops;beings;fight,Spectral
"Thriller, Horror, Mystery",en,2008-05-29,6.1,a;beyond;them,The Strangers
"Romance, Drama, Western",en,2021-02-12,7.2,"forge;1856,;frontier.",The World to Come
"Comedy, Romance",en,2011-02-25,5.6,of;life—and;themselves—are,Hall Pass
"Thriller, Action, Crime",en,2005-04-01,7.4,the;town;it,Sin City
Drama,es,2021-06-04,6.5,around;evicted;support,Ama
"Action, Thriller, Crime",en,1997-06-05,6.7,"every;Before;basket,",Con Air
"Adventure, Comedy, Family, Fantasy",en,2018-08-02,7.3,"Pooh,;grown;the",Christopher Robin
"Action, Animation, Comedy",ja,2005-03-05,7.1,separate;and;a,One Piece: Baron Omatsuri and the Secret Island
"Drama, Mystery, Thriller, Fantasy",en,2017-03-02,7.0,perfect;and;up,Before I Fall
"Crime, Drama, Thriller",en,2005-09-16,7.3,Orlov;the;he,Lord of War
"Drama, History",en,2003-10-29,6.5,the;idealistic;monk,Luther
"Adventure, Action, Thriller",en,1999-11-17,6.2,to;the;in,The World Is Not Enough
"Comedy, Action, Science Fiction",en,2013-07-18,6.8,attempt;an;earlier,The World's End
"Drama, Music, Romance",en,2021-06-10,7.3,has;staying;The,In the Heights
"Romance, Drama",en,1981-07-17,5.6,look;and;for,Endless Love
"Animation, Comedy, Family",en,2006-08-04,5.8,to;a;and,Barnyard
"Comedy, Family",en,2012-08-02,6.3,in;plans:;job,Diary of a Wimpy Kid: Dog Days
Comedy,en,1995-04-26,7.1,Smokey;hanging;Los,Friday
"Thriller, Horror, Comedy",en,2018-09-21,6.3,"and;So,;is",Assassination Nation
"Mystery, Animation, Comedy, Fantasy",en,2009-09-12,6.5,are;accused;Unjustly,Scooby-Doo! The Mystery Begins
"Adventure, Drama",en,2016-07-08,7.9,assimilate;Pacific;to,Captain Fantastic
"Horror, Mystery, Thriller",en,2002-10-25,5.9,by;the;group,Ghost Ship
"Thriller, Science Fiction, Action",en,2014-06-10,3.0,no;Earth;specialists,Age of Tomorrow
"Action, Adventure, Thriller",en,1996-06-07,7.1,San;families;operations.,The Rock
"Animation, Science Fiction, Action",ja,2018-11-30,7.3,"However,;with;were",Mobile Suit Gundam Narrative
"Adventure, Animation, Fantasy",en,1978-11-15,6.6,Sauron's;the;over,The Lord of the Rings
"Fantasy, Action, Thriller, Science Fiction, Mystery",ja,2008-02-09,5.8,"by;only;Fujimura),",L: change the WorLd
"Action, Animation, Adventure, Comedy",ja,2008-03-01,7.0,in;and;of,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom"
"Action, Animation, Crime, Science Fiction",en,2011-09-27,7.3,Jim;both;named,Batman: Year One
"Adventure, Drama",en,2019-06-28,5.1,wife;will;all,The Other Side of Heaven 2: Fire of Faith
"Comedy, Animation, Family",en,2011-04-29,5.1,to;disappearance;of,Hoodwinked Too! Hood VS. Evil
"Fantasy, Adventure, Comedy",fr,2020-02-12,5.8,pirates;to;put,The Lost Prince
"Action, Crime, Thriller",en,2012-09-06,5.4,whereabouts;Will;million,Stolen
"Adventure, Action, Science Fiction",it,2021-10-28,7.5,Italy;missing;with,Freaks Out
"History, Action, Drama",ru,2016-12-29,4.9,"brother,;is;clan",Viking
"Fantasy, Horror",en,1999-03-12,5.5,"lets;This;time,",Wishmaster 2: Evil Never Dies
"Drama, Romance",it,2021-03-25,6.7,Sicilian;heartbreaking;forces,Caught by a Wave
Mystery,en,1978-09-29,7.1,heiress;Can;the,Death on the Nile
Comedy,en,2019-05-25,6.3,aboard;trip;solve,Murder Mystery
Animation,ja,1992-03-07,7.0,seek;destroy;to,Doraemon: Nobita and the Kingdom of Clouds
